_id,INC_IR_NO,INC_IA_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_BEAT,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,HIGHEST_SHOW_FORCE,SHOW_FORCE_COUNT
110,202500000271966,SOF25-0253,2025-02-22 00:42:00,2025,00:42:00,Saturday,611,8XXX North Black Canyon Highway,Phoenix,AZ,85021.0,Desert Horizon Precinct,61765.0,Female,42.0,40s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
111,202500000276139,SOF25-0049,2025-02-23 19:50:00,2025,19:50:00,Sunday,912,5XXX North 38th Avenue,Phoenix,AZ,85019.0,Cactus Park Precinct,48465.0,Male,65.0,60s,White,Non-Hispanic,White,No Charge,Gun,1
112,202500000276139,SOF25-0049,2025-02-23 19:50:00,2025,19:50:00,Sunday,912,5XXX North 38th Avenue,Phoenix,AZ,85019.0,Cactus Park Precinct,49492.0,Male,65.0,60s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
113,202500000276139,SOF25-0049,2025-02-23 19:50:00,2025,19:50:00,Sunday,912,5XXX North 38th Avenue,Phoenix,AZ,85019.0,Cactus Park Precinct,61576.0,Male,44.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
114,202500000276139,SOF25-0049,2025-02-23 19:50:00,2025,19:50:00,Sunday,912,5XXX North 38th Avenue,Phoenix,AZ,85019.0,Cactus Park Precinct,61578.0,Male,21.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
115,202500000280021,SOF25-0055,2025-02-23 14:51:00,2025,14:51:00,Sunday,731,2XXX West Indian School Road,Phoenix,AZ,85015.0,Mountain View Precinct,59034.0,Male,35.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
116,202500000280352,SOF25-0056,2025-02-23 15:54:00,2025,15:54:00,Sunday,911,2XXX West Glenrosa Avenue,Phoenix,AZ,85017.0,Cactus Park Precinct,61614.0,Male,25.0,20s,White,Hispanic,White,No Charge,Gun,1
117,202500000281899,SOF25-0062,2025-02-23 21:23:00,2025,21:23:00,Sunday,424,5XX East Milada Drive,Phoenix,AZ,85042.0,South Mountain Precinct,61634.0,Male,43.0,40s,White,Hispanic,White,Criminal Misdemeanor,Gun,1
118,202500000281755,SOF25-0073,2025-02-23 21:00:00,2025,21:00:00,Sunday,422,1XXX West Baseline Road,Phoenix,AZ,85339.0,South Mountain Precinct,61683.0,Male,20.0,20s,White,Hispanic,White,Criminal Misdemeanor,Gun,1
119,202500000278876,SOF25-0078,2025-02-23 10:15:00,2025,10:15:00,Sunday,731,2XXX West Glenrosa Avenue,Phoenix,AZ,85015.0,Mountain View Precinct,61690.0,Male,39.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
120,202500000280598,SOF25-0090,2025-02-23 17:04:00,2025,17:04:00,Sunday,833,7XXX West Maldonado Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,52505.0,Male,27.0,20s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
121,202500000277733,SOF25-0101,2025-02-23 02:56:00,2025,02:56:00,Sunday,613,1XXX West Denton Lane,Phoenix,AZ,85015.0,Desert Horizon Precinct,61773.0,Male,34.0,30s,Asian / Pacific Islander,Non-Hispanic,Other,Criminal Felony,Gun,1
122,202500000281973,SOF25-0103,2025-02-23 21:54:00,2025,21:54:00,Sunday,634,4XXX East Mercer Lane,Phoenix,AZ,85028.0,Desert Horizon Precinct,61782.0,Male,54.0,50s,White,Non-Hispanic,White,Criminal Felony,Gun,1
123,202500000281439,SOF25-0145,2025-02-23 19:42:00,2025,19:42:00,Sunday,411,2XXX West Van Buren Street,Phoenix,AZ,85009.0,South Mountain Precinct,61550.0,Male,34.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
124,202500000280167,SOF25-0146,2025-02-23 15:17:00,2025,15:17:00,Sunday,412,2XXX West Washington Street,Phoenix,AZ,85009.0,South Mountain Precinct,61709.0,Male,32.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
125,202500000277032,SOF25-0178,2025-02-23 00:15:00,2025,00:15:00,Sunday,822,5XXX West College Drive,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,61731.0,Male,47.0,40s,White,Hispanic,White,Criminal Felony,Gun,1
126,202500000279389,SOF25-0558,2025-02-23 12:26:00,2025,12:26:00,Sunday,735,2XXX North 7th Street,Phoenix,AZ,85014.0,Mountain View Precinct,63183.0,Male,39.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
127,202500000224732,SOF25-0057,2025-02-24 01:26:00,2025,01:26:00,Monday,915,2XXX West Rose Lane,Phoenix,AZ,85017.0,Cactus Park Precinct,61616.0,Male,26.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
128,202500000287425,SOF25-0064,2025-02-24 21:10:00,2025,21:10:00,Monday,412,2XXX West Van Buren Street,Phoenix,AZ,85009.0,South Mountain Precinct,22873.0,Male,38.0,30s,White,Hispanic,Hispanic,Criminal Misdemeanor,Gun,1
129,202500000287817,SOF25-0065,2025-02-24 23:05:00,2025,23:05:00,Monday,515,,,AZ,,Central City Precinct,61641.0,Male,25.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
130,202500000282923,SOF25-0068,2025-02-24 03:08:00,2025,03:08:00,Monday,221,1XXXX North 17th Drive,Phoenix,AZ,85023.0,Black Mountain Precinct,61673.0,Female,39.0,30s,White,Hispanic,White,No Charge,Impact Munitions,1
131,202500000283123,SOF25-0079,2025-02-24 05:42:00,2025,05:42:00,Monday,736,1XXX East Mcdowell Road,Phoenix,AZ,85006.0,Mountain View Precinct,61692.0,Male,42.0,40s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
132,202500000284788,SOF25-0095,2025-02-24 12:24:00,2025,12:24:00,Monday,911,2XXX West Hazelwood Street,Phoenix,AZ,85015.0,Cactus Park Precinct,40972.0,Male,25.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
133,202500000284788,SOF25-0095,2025-02-24 12:24:00,2025,12:24:00,Monday,911,2XXX West Hazelwood Street,Phoenix,AZ,85015.0,Cactus Park Precinct,61840.0,Male,32.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
134,202500000286872,SOF25-0097,2025-02-24 18:51:00,2025,18:51:00,Monday,Maricopa,6XXX West Bethany Home Road,Glendale,AZ,85017.0,Out of City,61762.0,Male,35.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
135,202500000280571,SOF25-0100,2025-02-24 13:01:00,2025,13:01:00,Monday,824,4XXX West Mcdowell Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,61771.0,Male,26.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
136,202500000278068,SOF25-0117,2025-02-24 04:10:00,2025,04:10:00,Monday,834,3XXX West Baseline Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,61842.0,Male,13.0,<20,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
137,202500000278068,SOF25-0117,2025-02-24 04:10:00,2025,04:10:00,Monday,834,3XXX West Baseline Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,61844.0,Male,16.0,<20,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
138,202500000278068,SOF25-0117,2025-02-24 04:10:00,2025,04:10:00,Monday,834,3XXX West Baseline Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,61846.0,Male,16.0,<20,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
139,202500000278068,SOF25-0117,2025-02-24 04:10:00,2025,04:10:00,Monday,834,3XXX West Baseline Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,61849.0,Male,16.0,<20,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
140,202500000278068,SOF25-0117,2025-02-24 04:10:00,2025,04:10:00,Monday,834,3XXX West Baseline Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,61851.0,Female,0.0,<20,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
141,202500000100368,SOF25-0179,2025-02-24 12:34:00,2025,12:34:00,Monday,732,7XX West Indian School Road,Phoenix,AZ,85013.0,Mountain View Precinct,62057.0,Male,34.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
142,202500000282691,SOF25-0233,2025-02-24 01:03:00,2025,01:03:00,Monday,914,2XXX West Rose Lane,Phoenix,AZ,85017.0,Cactus Park Precinct,61616.0,Male,26.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
143,202500000287182,SOF25-0296,2025-02-24 23:30:00,2025,23:30:00,Monday,423,2XXX East Southern Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,62465.0,Male,33.0,30s,White,Hispanic,White,Criminal Felony,Impact Munitions,1
144,202500000288142,SOF25-0080,2025-02-25 01:14:00,2025,01:14:00,Tuesday,724,4XXX East Roosevelt Street,Phoenix,AZ,85008.0,Mountain View Precinct,61694.0,Male,28.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
145,202500000291915,SOF25-0099,2025-02-25 17:08:00,2025,17:08:00,Tuesday,911,4XXX North 27th Avenue,Phoenix,AZ,85017.0,Cactus Park Precinct,61764.0,Male,34.0,30s,White,Hispanic,White,No Charge,Taser,1
146,202500000293709,SOF25-0102,2025-02-25 23:59:00,2025,23:59:00,Tuesday,921,7XXX North 27th Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,58223.0,Male,39.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
147,202500000293709,SOF25-0102,2025-02-25 23:59:00,2025,23:59:00,Tuesday,921,7XXX North 27th Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,61784.0,Male,24.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
148,202500000288036,SOF25-0108,2025-02-25 00:31:00,2025,00:31:00,Tuesday,832,6XXX West Latham Street,Phoenix,AZ,85043.0,Maryvale/Estrella Precinct,61806.0,Male,46.0,40s,White,Non-Hispanic,White,No Charge,Gun,1
149,202500000288384,SOF25-0109,2025-02-25 03:29:00,2025,03:29:00,Tuesday,825,4XXX West Clarendon Avenue,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,61809.0,Male,46.0,40s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
150,202500000288263,SOF25-0110,2025-02-25 02:23:00,2025,02:23:00,Tuesday,834,3XXX West Baseline Road,Phoenix,AZ,85339.0,Maryvale/Estrella Precinct,61811.0,Male,33.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
151,202500000288263,SOF25-0110,2025-02-25 02:23:00,2025,02:23:00,Tuesday,834,3XXX West Baseline Road,Phoenix,AZ,85339.0,Maryvale/Estrella Precinct,61813.0,Male,56.0,50s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
152,202500000084058,SOF25-0111,2025-02-25 05:18:00,2025,05:18:00,Tuesday,822,6XXX West Indianola Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,43645.0,Female,31.0,30s,White,Hispanic,Hispanic,No Charge,Gun,1
153,202500000290831,SOF25-0112,2025-02-25 14:30:00,2025,14:30:00,Tuesday,822,6XXX West Thomas Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,61779.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Taser,1
154,202500000291585,SOF25-0123,2025-02-25 17:30:00,2025,17:30:00,Tuesday,711,1XXX East Coolidge Street,Phoenix,AZ,85016.0,Mountain View Precinct,61870.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
155,202500000292960,SOF25-0154,2025-02-25 20:23:00,2025,20:23:00,Tuesday,711,3XXX East Camelback Road,Phoenix,AZ,85018.0,Mountain View Precinct,61951.0,Male,25.0,20s,White,Non-Hispanic,White,Criminal Felony,Gun,1
156,202500000292061,SOF25-0156,2025-02-25 17:31:00,2025,17:31:00,Tuesday,722,3XXX East Hubbell Street,Phoenix,AZ,85008.0,Mountain View Precinct,50196.0,Male,51.0,50s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
157,202500000285628,SOF25-0190,2025-02-25 09:06:00,2025,09:06:00,Tuesday,231,1XXXX North Cave Creek Road,Phoenix,AZ,85022.0,Black Mountain Precinct,62125.0,Male,55.0,50s,White,Non-Hispanic,White,Criminal Felony,Impact Munitions,1
158,202500000283833,SOF25-0255,2025-02-25 00:26:00,2025,00:26:00,Tuesday,514,2XXX West Buckeye Road,Phoenix,AZ,85009.0,Central City Precinct,62318.0,,49.0,40s,,,Other,No Charge,Gun,1
159,202500000294039,SOF25-0497,2025-02-25 10:25:00,2025,10:25:00,Tuesday,622,7XX East North Lane,Phoenix,AZ,85020.0,Desert Horizon Precinct,31646.0,Male,38.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
160,202500000289890,SOF25-0626,2025-02-25 10:43:00,2025,10:43:00,Tuesday,825,4XXX West Catalina Drive,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,63403.0,Male,59.0,50s,White,Hispanic,White,No Charge,Gun,1
161,202500000295873,SOF25-0091,2025-02-26 16:00:00,2025,16:00:00,Wednesday,411,3XXX West Roosevelt Street,Phoenix,AZ,85009.0,South Mountain Precinct,61749.0,Male,24.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
162,202500000295873,SOF25-0091,2025-02-26 16:00:00,2025,16:00:00,Wednesday,411,3XXX West Roosevelt Street,Phoenix,AZ,85009.0,South Mountain Precinct,61751.0,Male,29.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
163,202500000297793,SOF25-0092,2025-02-26 18:00:00,2025,18:00:00,Wednesday,414,2XXX West Alta Vista Road,Phoenix,AZ,85041.0,South Mountain Precinct,53645.0,Male,30.0,30s,White,Hispanic,Hispanic,Criminal Misdemeanor,Impact Munitions,1
164,202500000297834,SOF25-0093,2025-02-26 18:02:00,2025,18:02:00,Wednesday,412,3XXX West Van Buren Street,Phoenix,AZ,85009.0,South Mountain Precinct,61753.0,Male,22.0,20s,White,Hispanic,White,No Charge,Gun,1
165,202500000295379,SOF25-0104,2025-02-26 10:56:00,2025,10:56:00,Wednesday,923,2XXX West Golden Lane,Phoenix,AZ,85051.0,Cactus Park Precinct,61786.0,Male,36.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
166,202500000298599,SOF25-0105,2025-02-26 22:46:00,2025,22:46:00,Wednesday,613,5XXX North 22nd Avenue,Phoenix,AZ,85015.0,Desert Horizon Precinct,61792.0,Male,30.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
167,202500000297003,SOF25-0119,2025-02-26 15:45:00,2025,15:45:00,Wednesday,722,2XXX North 35th Street,Phoenix,AZ,85008.0,Mountain View Precinct,61860.0,Male,35.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
168,202500000294607,SOF25-0120,2025-02-26 13:53:00,2025,13:53:00,Wednesday,815,1XXX North 83rd Avenue,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,61862.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
169,202500000294607,SOF25-0120,2025-02-26 13:53:00,2025,13:53:00,Wednesday,815,1XXX North 83rd Avenue,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,61864.0,Female,40.0,40s,American Indian / Alaskan Native,Non-Hispanic,Other,No Charge,Gun,1
170,202500000291680,SOF25-0121,2025-02-26 16:28:00,2025,16:28:00,Wednesday,736,1XXX West Mcdowell Road,Phoenix,AZ,85007.0,Mountain View Precinct,61866.0,Male,32.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
171,202500000291897,SOF25-0122,2025-02-26 17:02:00,2025,17:02:00,Wednesday,722,3XXX East Mcdowell Road,Phoenix,AZ,85008.0,Mountain View Precinct,61868.0,Male,50.0,50s,White,Hispanic,White,Criminal Felony,Gun,1
172,202500000298817,SOF25-0129,2025-02-26 21:46:00,2025,21:46:00,Wednesday,821,6XXX West Windsor Avenue,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,59645.0,Male,29.0,20s,White,Hispanic,Hispanic,No Charge,Gun,1
173,202500000292617,SOF25-0155,2025-02-26 19:14:00,2025,19:14:00,Wednesday,731,4XXX North 23rd Avenue,Phoenix,AZ,85015.0,Mountain View Precinct,61954.0,Female,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
174,202500000292617,SOF25-0155,2025-02-26 19:14:00,2025,19:14:00,Wednesday,731,4XXX North 23rd Avenue,Phoenix,AZ,85015.0,Mountain View Precinct,61956.0,Male,40.0,40s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
175,202500000284749,SOF25-0234,2025-02-26 06:37:00,2025,06:37:00,Wednesday,233,1XXXX North 34th Lane,Phoenix,AZ,85053.0,Black Mountain Precinct,62271.0,Male,27.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
176,202500000276348,SOF25-0852,2025-02-26 15:45:00,2025,15:45:00,Wednesday,Maricopa,1XXXX West Orange Drive,Glendale,AZ,85307.0,Out of City,64152.0,Male,28.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
177,202500000276348,SOF25-0852,2025-02-26 15:45:00,2025,15:45:00,Wednesday,Maricopa,1XXXX West Orange Drive,Glendale,AZ,85307.0,Out of City,64155.0,Male,21.0,20s,White,Hispanic,White,No Charge,Gun,1
178,202500000302656,SOF25-0106,2025-02-27 16:29:00,2025,16:29:00,Thursday,934,2XXXX North 53rd Glen,Phoenix,AZ,85083.0,,61802.0,Male,77.0,70s,Asian / Pacific Islander,Non-Hispanic,Other,Criminal Felony,Impact Munitions,1
179,202500000303233,SOF25-0107,2025-02-27 18:05:00,2025,18:05:00,Thursday,624,9XXX North 7th Street,Phoenix,AZ,85020.0,Desert Horizon Precinct,40921.0,Female,38.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
180,202500000274085,SOF25-0124,2025-02-27 08:55:00,2025,08:55:00,Thursday,821,5XXX West Cambridge Avenue,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,61776.0,Male,55.0,50s,White,Hispanic,White,Criminal Felony,Gun,1
181,202500000302842,SOF25-0126,2025-02-27 16:41:00,2025,16:41:00,Thursday,421,1XX South Central Avenue,Phoenix,AZ,85004.0,South Mountain Precinct,61794.0,Male,44.0,40s,American Indian / Alaskan Native,Non-Hispanic,Other,Criminal Felony,Gun,1
182,202500000300539,SOF25-0128,2025-02-27 10:03:00,2025,10:03:00,Thursday,822,3XXX North Maryvale Parkway,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,57393.0,Male,25.0,20s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
183,202500000300539,SOF25-0128,2025-02-27 10:03:00,2025,10:03:00,Thursday,822,3XXX North Maryvale Parkway,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,61875.0,Female,32.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
184,202500000300539,SOF25-0128,2025-02-27 10:03:00,2025,10:03:00,Thursday,822,3XXX North Maryvale Parkway,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,61877.0,Male,27.0,20s,White,Hispanic,White,No Charge,Gun,1
185,202500000303338,SOF25-0137,2025-02-27 18:19:00,2025,18:19:00,Thursday,515,4XX West Buckeye Road,Phoenix,AZ,85003.0,Central City Precinct,61798.0,Male,29.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
186,202500000303381,SOF25-0142,2025-02-27 18:33:00,2025,18:33:00,Thursday,412,1XXX South 30th Drive,Phoenix,AZ,85009.0,South Mountain Precinct,41573.0,Male,39.0,30s,White,Hispanic,Hispanic,Criminal Misdemeanor,Impact Munitions,1
187,202500000303073,SOF25-0157,2025-02-27 18:00:00,2025,18:00:00,Thursday,734,2XXX West Pinchot Avenue,Phoenix,AZ,85015.0,Mountain View Precinct,61959.0,Male,30.0,30s,American Indian / Alaskan Native,Non-Hispanic,Other,Criminal Felony,Gun,1
188,202500000303073,SOF25-0157,2025-02-27 18:00:00,2025,18:00:00,Thursday,734,2XXX West Pinchot Avenue,Phoenix,AZ,85015.0,Mountain View Precinct,61961.0,Male,51.0,50s,White,Non-Hispanic,White,Criminal Felony,Gun,1
189,202500000301245,SOF25-0182,2025-02-27 12:05:00,2025,12:05:00,Thursday,733,3XXX North 12th Street,Phoenix,AZ,85014.0,Mountain View Precinct,62071.0,Male,30.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
190,202500000298907,SOF25-0191,2025-02-27 23:52:00,2025,23:52:00,Thursday,Maricopa,4XXX West Colter Street,Glendale,AZ,85301.0,Out of City,42484.0,Male,39.0,30s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
191,202500000308095,SOF25-0114,2025-02-28 15:59:00,2025,15:59:00,Friday,231,2XXX East Larkspur Drive,Phoenix,AZ,85032.0,Black Mountain Precinct,61832.0,Male,43.0,40s,White,Hispanic,White,Criminal Misdemeanor,Impact Munitions,1
192,202500000309023,SOF25-0115,2025-02-28 19:16:00,2025,19:16:00,Friday,222,7XX West Grandview Road,Phoenix,AZ,85023.0,Black Mountain Precinct,61834.0,Male,39.0,30s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
193,202500000309677,SOF25-0116,2025-02-28 21:09:00,2025,21:09:00,Friday,232,2XXX East Greenway Road,Phoenix,AZ,85032.0,Black Mountain Precinct,22760.0,Male,0.0,<20,White,Hispanic,White,No Charge,Impact Munitions,1
194,202500000304615,SOF25-0131,2025-02-28 23:11:00,2025,23:11:00,Friday,833,6XXX South 68th Avenue,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,61881.0,Male,28.0,20s,White,Hispanic,White,Criminal Misdemeanor,Impact Munitions,1
195,202500000305100,SOF25-0132,2025-02-28 03:15:00,2025,03:15:00,Friday,812,8XXX West Mcdowell Road,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,61883.0,Male,53.0,50s,White,Hispanic,White,Criminal Misdemeanor,Impact Munitions,1
196,202500000304961,SOF25-0136,2025-02-28 01:46:00,2025,01:46:00,Friday,833,6XXX West Maldonado Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,61894.0,Male,23.0,20s,White,Hispanic,White,No Charge,Impact Munitions,1
197,202500000308152,SOF25-0147,2025-02-28 16:00:00,2025,16:00:00,Friday,421,3XX West Southern Avenue,Phoenix,AZ,85041.0,South Mountain Precinct,61912.0,Male,66.0,60s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
198,202500000309884,SOF25-0148,2025-02-28 21:38:00,2025,21:38:00,Friday,413,6XXX South 7th Avenue,Phoenix,AZ,85041.0,South Mountain Precinct,61914.0,Female,34.0,30s,White,Hispanic,White,No Charge,Gun,1
199,202500000184331,SOF25-0158,2025-02-28 22:13:00,2025,22:13:00,Friday,731,2XXX West Osborn Road,Phoenix,AZ,85033.0,Mountain View Precinct,61964.0,Male,22.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
200,202500000184331,SOF25-0158,2025-02-28 22:13:00,2025,22:13:00,Friday,731,2XXX West Osborn Road,Phoenix,AZ,85033.0,Mountain View Precinct,61966.0,Male,22.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
201,202500000307768,SOF25-0160,2025-02-28 14:55:00,2025,14:55:00,Friday,736,1XXX East Mcdowell Road,Phoenix,AZ,85006.0,Mountain View Precinct,61972.0,Male,60.0,60s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
202,202500000306202,SOF25-0235,2025-02-28 13:59:00,2025,13:59:00,Friday,514,1XXX West Buckeye Road,Phoenix,AZ,85009.0,Central City Precinct,62274.0,Male,27.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
203,202500000310995,SOF25-0118,2025-03-01 03:46:00,2025,03:46:00,Saturday,Maricopa,8XXX North 51st Avenue,Glendale,AZ,85301.0,Out of City,61855.0,Male,18.0,<20,White,Hispanic,White,No Charge,Gun,1
204,202500000310995,SOF25-0118,2025-03-01 03:46:00,2025,03:46:00,Saturday,Maricopa,8XXX North 51st Avenue,Glendale,AZ,85301.0,Out of City,61858.0,Male,17.0,<20,White,Hispanic,White,No Charge,Gun,1
205,202500000310995,SOF25-0118,2025-03-01 03:46:00,2025,03:46:00,Saturday,Maricopa,8XXX North 51st Avenue,Glendale,AZ,85301.0,Out of City,61872.0,Female,17.0,<20,White,Hispanic,White,No Charge,Gun,1
